country_code,country_name,year,capitalism_type,region,development_level,size_category,gdp,gdp_growth,gdp_per_capita,unemployment_rate,inflation_rate,population,wage_share,gini_coefficient,gov_spending_gdp,gov_debt_gdp,private_debt_gdp,financial_development_index,trade_openness,current_account_gdp,fdi_inflows_gdp,union_density,employment_protection,crisis_year
POL,Poland,1977,Transition,Europe,Emerging,Small,183.09,3.6,2.76,8.89,7.04,66.38,53.1,0.457,26.05,18.56,90.33,0.459,81.61,-5.78,1.29,18.71,2.08,0
POL,Poland,1978,Transition,Europe,Emerging,Small,190.57,4.09,2.84,8.07,7.18,67.04,52.77,0.453,30.61,17.76,92.51,0.487,82.19,-1.95,1.72,18.98,2.62,0
POL,Poland,1979,Transition,Europe,Emerging,Small,198.2,4.0,2.93,8.07,6.54,67.71,55.69,0.465,36.47,17.05,88.27,0.292,85.36,-1.93,1.59,22.05,1.87,0
POL,Poland,1980,Transition,Europe,Emerging,Small,214.29,8.12,3.13,6.97,9.39,68.39,55.11,0.471,30.24,13.6,97.3,0.401,84.95,-1.91,5.44,18.99,2.42,0
POL,Poland,1981,Transition,Europe,Emerging,Small,229.74,7.21,3.33,6.46,3.36,69.07,54.23,0.47,30.35,11.02,93.88,0.377,74.66,-0.25,5.71,20.42,1.44,0
POL,Poland,1982,Transition,Europe,Emerging,Small,241.25,5.01,3.46,7.3,1.42,69.77,53.41,0.461,31.15,10.0,97.72,0.366,88.86,2.21,3.87,23.69,2.04,0
POL,Poland,1983,Transition,Europe,Emerging,Small,252.08,4.49,3.58,7.09,4.38,70.46,52.95,0.469,26.17,10.0,113.77,0.442,77.38,-3.93,1.68,18.2,2.63,0
POL,Poland,1984,Transition,Europe,Emerging,Small,247.99,-1.62,3.48,9.29,-0.06,71.17,50.05,0.468,27.27,17.23,112.31,0.49,83.45,0.24,4.05,19.75,1.83,1
POL,Poland,1985,Transition,Europe,Emerging,Small,253.6,2.26,3.53,8.62,8.72,71.88,51.3,0.462,27.37,17.71,117.38,0.4,77.07,-7.27,3.35,18.35,2.15,0
POL,Poland,1986,Transition,Europe,Emerging,Small,266.68,5.16,3.67,7.58,8.82,72.6,52.79,0.478,38.6,16.22,113.89,0.483,80.53,-3.46,2.06,18.7,0.98,0
POL,Poland,1987,Transition,Europe,Emerging,Small,287.69,7.88,3.92,6.6,7.31,73.32,53.39,0.468,31.4,13.0,113.78,0.443,75.88,-0.2,3.17,19.98,1.59,0
POL,Poland,1988,Transition,Europe,Emerging,Small,310.57,7.95,4.19,6.94,2.88,74.06,54.97,0.46,26.38,10.0,106.8,0.407,76.93,-6.5,4.1,19.09,2.22,0
POL,Poland,1989,Transition,Europe,Emerging,Small,322.72,3.91,4.31,7.03,5.4,74.8,54.45,0.448,24.62,10.0,98.25,0.349,82.24,-4.27,2.84,16.99,1.98,0
POL,Poland,1990,Transition,Europe,Emerging,Small,338.24,4.81,4.48,7.01,2.16,75.55,53.53,0.476,27.78,10.0,102.2,0.479,85.12,-1.96,5.59,15.15,2.13,0
POL,Poland,1991,Transition,Europe,Emerging,Small,371.41,9.8,4.87,4.99,4.0,76.3,48.9,0.481,33.67,10.0,112.94,0.33,69.44,1.1,3.75,14.75,1.67,0
POL,Poland,1992,Transition,Europe,Emerging,Small,379.22,2.1,4.92,8.7,7.04,77.06,48.42,0.486,31.11,10.0,109.95,0.5,79.84,2.39,1.31,16.5,2.26,0
POL,Poland,1993,Transition,Europe,Emerging,Small,394.45,4.02,5.07,7.2,5.76,77.84,51.77,0.491,29.45,10.0,104.68,0.45,79.97,-3.36,2.25,15.35,1.87,0
POL,Poland,1994,Transition,Europe,Emerging,Small,407.7,3.36,5.19,8.27,6.51,78.61,51.22,0.478,30.1,10.0,120.17,0.641,78.53,3.52,2.89,14.26,1.37,0
POL,Poland,1995,Transition,Europe,Emerging,Small,434.73,6.63,5.48,6.79,10.6,79.4,52.88,0.488,33.5,10.0,123.7,0.637,80.85,-2.9,0.69,17.75,2.41,0
POL,Poland,1996,Transition,Europe,Emerging,Small,466.3,7.26,5.81,7.42,9.41,80.19,54.04,0.479,32.63,10.0,112.88,0.542,80.83,-3.82,3.64,18.08,2.39,0
POL,Poland,1997,Transition,Europe,Emerging,Small,505.04,8.31,6.24,6.02,6.59,81.0,53.24,0.481,29.88,10.0,132.23,0.523,86.44,-2.39,2.95,14.09,2.3,0
POL,Poland,1998,Transition,Europe,Emerging,Small,522.77,3.51,6.39,7.16,7.64,81.81,51.57,0.487,29.29,10.0,133.22,0.528,86.19,-7.5,2.42,15.87,1.65,0
POL,Poland,1999,Transition,Europe,Emerging,Small,547.25,4.68,6.62,7.46,-0.69,82.62,49.13,0.486,28.11,10.0,128.09,0.593,79.93,-0.15,2.88,15.23,2.14,0
POL,Poland,2000,Transition,Europe,Emerging,Small,554.92,1.4,6.65,9.12,3.93,83.45,49.32,0.486,31.03,10.0,128.64,0.503,79.77,-0.11,3.45,11.52,1.25,0
POL,Poland,2001,Transition,Europe,Emerging,Small,575.2,3.66,6.82,7.58,7.32,84.28,49.52,0.48,34.95,10.0,116.3,0.534,78.24,-4.86,0.71,16.69,1.91,0
POL,Poland,2002,Transition,Europe,Emerging,Small,594.26,3.31,6.98,7.36,10.99,85.13,50.03,0.49,33.41,10.0,107.28,0.503,86.56,1.8,2.07,12.52,0.75,0
POL,Poland,2003,Transition,Europe,Emerging,Small,640.86,7.84,7.45,7.36,5.97,85.98,51.72,0.474,26.65,10.0,112.84,0.563,81.97,-5.31,2.98,13.6,2.19,0
POL,Poland,2004,Transition,Europe,Emerging,Small,683.09,6.59,7.87,6.98,8.64,86.84,52.54,0.506,26.74,10.0,115.59,0.526,85.6,4.46,1.98,13.24,1.37,0
POL,Poland,2005,Transition,Europe,Emerging,Small,711.59,4.17,8.11,7.65,11.7,87.71,52.37,0.492,29.51,10.0,127.31,0.546,82.49,0.83,2.54,11.4,2.58,0
POL,Poland,2006,Transition,Europe,Emerging,Small,749.07,5.27,8.46,7.51,6.89,88.58,49.08,0.48,26.94,10.0,130.62,0.583,81.31,-2.71,3.81,13.51,1.69,0
POL,Poland,2007,Transition,Europe,Emerging,Small,762.7,1.82,8.52,8.01,2.11,89.47,50.45,0.49,31.06,10.0,131.17,0.537,86.45,2.54,1.54,11.55,1.82,0
POL,Poland,2008,Transition,Europe,Emerging,Small,782.8,2.64,8.66,7.23,8.49,90.36,50.1,0.504,23.63,10.0,138.09,0.603,83.3,-0.76,3.18,14.44,2.2,0
POL,Poland,2009,Transition,Europe,Emerging,Small,808.0,3.22,8.85,8.35,3.34,91.27,48.95,0.497,26.22,10.0,135.09,0.591,81.75,-6.52,3.38,12.94,1.75,0
POL,Poland,2010,Transition,Europe,Emerging,Small,838.7,3.8,9.1,7.57,6.64,92.18,51.35,0.485,31.13,10.0,136.5,0.607,71.69,0.28,4.99,13.82,1.25,0
POL,Poland,2011,Transition,Europe,Emerging,Small,902.11,7.56,9.69,6.22,11.08,93.1,52.22,0.482,24.94,10.0,142.03,0.554,80.6,-5.1,1.64,9.04,2.75,0
POL,Poland,2012,Transition,Europe,Emerging,Small,959.69,6.38,10.21,6.43,5.58,94.03,50.88,0.483,25.65,10.0,126.38,0.593,84.29,2.75,2.83,14.78,1.31,0
POL,Poland,2013,Transition,Europe,Emerging,Small,1055.32,9.97,11.11,5.74,3.21,94.97,51.79,0.499,29.71,10.0,122.81,0.735,88.82,1.52,1.17,14.75,2.36,0
POL,Poland,2014,Transition,Europe,Emerging,Small,1097.41,3.99,11.44,6.93,3.78,95.92,52.18,0.493,27.44,10.0,123.23,0.578,82.36,5.45,3.47,12.13,1.55,0
POL,Poland,2015,Transition,Europe,Emerging,Small,1143.3,4.18,11.8,7.49,8.97,96.88,49.22,0.516,30.43,10.0,124.15,0.579,83.73,-3.23,2.72,15.44,2.04,0
POL,Poland,2016,Transition,Europe,Emerging,Small,1137.51,-0.51,11.62,8.65,1.33,97.85,48.35,0.495,31.07,10.0,121.01,0.664,74.68,-5.62,4.05,12.03,1.77,1
POL,Poland,2017,Transition,Europe,Emerging,Small,1189.85,4.6,12.04,7.11,4.23,98.83,50.4,0.501,30.83,10.0,126.83,0.52,86.95,-1.16,0.51,13.28,1.38,0
POL,Poland,2018,Transition,Europe,Emerging,Small,1258.53,5.77,12.61,7.06,2.55,99.82,50.27,0.495,30.99,10.0,134.2,0.604,82.58,-0.2,3.33,12.21,2.23,0
POL,Poland,2019,Transition,Europe,Emerging,Small,1302.49,3.49,12.92,8.05,3.37,100.82,52.47,0.508,29.65,10.0,139.77,0.622,72.32,-3.12,1.03,7.84,1.5,0
POL,Poland,2020,Transition,Europe,Emerging,Small,1410.43,8.29,13.85,5.85,8.33,101.82,51.64,0.486,30.83,10.0,144.37,0.63,70.57,-3.36,5.07,10.97,1.48,0
POL,Poland,2021,Transition,Europe,Emerging,Small,1474.62,4.55,14.34,7.5,6.96,102.84,53.14,0.489,27.33,10.0,141.13,0.667,87.62,-1.96,3.62,12.32,2.99,0
POL,Poland,2022,Transition,Europe,Emerging,Small,1507.75,2.25,14.52,7.74,3.87,103.87,49.65,0.508,28.09,10.0,136.4,0.626,81.95,-3.85,2.87,10.77,1.98,0
POL,Poland,2023,Transition,Europe,Emerging,Small,1495.18,-0.83,14.25,9.13,1.17,104.91,48.27,0.488,22.16,10.0,139.68,0.649,86.09,-1.47,4.71,14.27,1.94,0
POL,Poland,2024,Transition,Europe,Emerging,Small,1553.04,3.87,14.66,6.97,3.6,105.96,48.46,0.504,28.88,10.0,126.31,0.593,73.84,-9.3,5.05,13.36,1.32,0
ZAF,South Africa,1970,Mixed,Africa,Emerging,Small,286.11,8.4,2.0,2.0,11.11,143.05,56.64,0.436,32.71,61.91,91.41,0.33,69.25,2.56,-0.31,23.87,1.73,0
ZAF,South Africa,1971,Mixed,Africa,Emerging,Small,307.18,7.37,2.13,2.48,6.61,144.48,56.2,0.444,27.84,55.67,90.56,0.315,83.44,2.88,3.62,24.61,2.44,0
ZAF,South Africa,1972,Mixed,Africa,Emerging,Small,327.43,6.59,2.24,4.25,5.55,145.93,57.1,0.469,33.02,50.7,91.53,0.377,77.42,-6.21,3.45,24.66,1.52,0
ZAF,South Africa,1973,Mixed,Africa,Emerging,Small,347.76,6.21,2.36,3.78,7.95,147.39,53.27,0.453,29.14,46.45,102.11,0.41,81.22,-1.4,1.34,21.81,2.05,0
ZAF,South Africa,1974,Mixed,Africa,Emerging,Small,364.89,4.93,2.45,4.55,8.63,148.86,53.82,0.464,29.21,43.7,89.24,0.295,80.26,-1.45,3.35,21.12,2.31,0
ZAF,South Africa,1975,Mixed,Africa,Emerging,Small,387.92,6.31,2.58,3.63,4.71,150.35,51.87,0.469,25.41,39.79,94.77,0.355,83.42,-4.21,0.02,18.94,1.46,0
ZAF,South Africa,1976,Mixed,Africa,Emerging,Small,416.19,7.29,2.74,3.47,1.95,151.85,52.83,0.469,30.23,35.24,93.2,0.375,85.9,1.24,0.98,17.64,2.04,0
ZAF,South Africa,1977,Mixed,Africa,Emerging,Small,438.25,5.3,2.86,4.05,8.62,153.37,54.22,0.441,30.23,32.72,84.84,0.418,78.87,-3.91,3.51,18.63,2.18,0
ZAF,South Africa,1978,Mixed,Africa,Emerging,Small,478.71,9.23,3.09,2.28,4.24,154.91,52.75,0.45,33.4,27.09,96.33,0.463,83.17,1.66,1.14,24.87,2.25,0
ZAF,South Africa,1979,Mixed,Africa,Emerging,Small,504.2,5.32,3.22,3.65,7.56,156.45,55.5,0.487,34.81,24.98,91.31,0.423,73.05,0.07,2.9,20.93,2.23,0
ZAF,South Africa,1980,Mixed,Africa,Emerging,Small,536.49,6.4,3.4,4.15,0.92,158.02,53.69,0.476,27.09,22.18,89.67,0.346,80.7,-4.55,2.0,21.95,2.11,0
ZAF,South Africa,1981,Mixed,Africa,Emerging,Small,574.92,7.16,3.6,3.06,3.68,159.6,54.62,0.474,24.84,19.01,94.77,0.408,81.52,0.96,2.86,18.49,1.6,0
ZAF,South Africa,1982,Mixed,Africa,Emerging,Small,623.76,8.49,3.87,2.97,0.57,161.2,53.95,0.474,29.74,15.15,105.64,0.421,77.62,-0.5,3.36,18.69,2.03,0
ZAF,South Africa,1983,Mixed,Africa,Emerging,Small,640.95,2.76,3.94,3.61,4.48,162.81,50.91,0.472,30.33,15.35,112.36,0.527,82.57,-1.73,3.41,20.18,1.95,0
ZAF,South Africa,1984,Mixed,Africa,Emerging,Small,656.43,2.42,3.99,4.5,3.65,164.44,49.52,0.468,32.96,15.77,122.02,0.471,71.33,0.67,1.4,19.17,1.83,0
ZAF,South Africa,1985,Mixed,Africa,Emerging,Small,673.4,2.59,4.05,4.69,2.51,166.08,52.4,0.487,34.11,16.07,107.45,0.455,79.84,-7.13,0.65,17.16,2.61,0
ZAF,South Africa,1986,Mixed,Africa,Emerging,Small,719.97,6.92,4.29,3.36,6.68,167.74,53.1,0.452,27.05,13.5,119.11,0.498,81.5,-1.46,4.48,22.18,1.47,0
ZAF,South Africa,1987,Mixed,Africa,Emerging,Small,777.91,8.05,4.59,2.0,6.2,169.42,55.28,0.485,31.47,10.39,118.76,0.504,77.16,-1.8,-0.14,16.51,1.79,0
ZAF,South Africa,1988,Mixed,Africa,Emerging,Small,793.65,2.02,4.64,3.98,5.47,171.11,53.88,0.483,26.9,11.17,103.28,0.412,74.64,-1.36,5.55,15.53,2.44,0
ZAF,South Africa,1989,Mixed,Africa,Emerging,Small,844.67,6.43,4.89,3.16,2.4,172.82,52.6,0.477,27.81,10.0,104.01,0.471,83.98,-4.11,2.03,17.65,1.95,0
ZAF,South Africa,1990,Mixed,Africa,Emerging,Small,894.97,5.95,5.13,4.42,5.99,174.55,52.8,0.461,28.58,10.0,99.58,0.507,81.2,-0.27,3.07,17.49,2.9,0
ZAF,South Africa,1991,Mixed,Africa,Emerging,Small,925.64,3.43,5.25,4.52,-2.0,176.3,51.2,0.471,28.14,10.0,100.38,0.46,83.07,-1.96,2.46,17.44,2.28,0
ZAF,South Africa,1992,Mixed,Africa,Emerging,Small,956.71,3.36,5.37,4.34,6.95,178.06,49.4,0.474,27.97,10.0,107.66,0.569,84.65,-4.42,4.23,15.76,2.11,0
ZAF,South Africa,1993,Mixed,Africa,Emerging,Small,965.74,0.94,5.37,5.23,2.17,179.84,49.54,0.475,33.52,10.0,108.23,0.476,84.83,-2.01,1.11,17.73,1.96,0
ZAF,South Africa,1994,Mixed,Africa,Emerging,Small,1033.14,6.98,5.69,3.24,-1.29,181.64,49.69,0.479,30.25,10.0,116.83,0.594,75.8,-2.6,2.78,17.21,1.48,0
ZAF,South Africa,1995,Mixed,Africa,Emerging,Small,1064.8,3.06,5.8,3.21,3.93,183.46,54.56,0.484,34.11,10.0,128.64,0.523,76.92,-10.62,4.62,14.9,2.3,0
ZAF,South Africa,1996,Mixed,Africa,Emerging,Small,1116.75,4.88,6.03,3.0,12.49,185.29,54.7,0.495,30.74,10.0,129.96,0.498,86.01,-6.22,3.53,17.4,1.56,0
ZAF,South Africa,1997,Mixed,Africa,Emerging,Small,1203.86,7.8,6.43,2.14,2.98,187.14,52.1,0.473,29.82,10.0,130.86,0.537,79.5,0.28,2.23,13.82,2.22,0
ZAF,South Africa,1998,Mixed,Africa,Emerging,Small,1261.0,4.75,6.67,4.01,5.56,189.01,51.05,0.484,33.42,10.0,132.02,0.548,88.87,-3.86,4.29,16.44,2.31,0
ZAF,South Africa,1999,Mixed,Africa,Emerging,Small,1295.46,2.73,6.79,4.52,2.72,190.9,48.62,0.478,30.14,10.0,122.98,0.497,75.91,0.02,4.58,16.51,2.34,0
ZAF,South Africa,2000,Mixed,Africa,Emerging,Small,1334.6,3.02,6.92,3.57,6.67,192.81,49.5,0.479,32.29,10.0,119.08,0.62,82.32,-2.23,4.47,15.58,2.35,0
ZAF,South Africa,2001,Mixed,Africa,Emerging,Small,1416.35,6.13,7.27,4.22,3.68,194.74,49.28,0.471,34.37,10.0,112.83,0.537,78.38,-1.95,3.63,11.29,1.79,0
ZAF,South Africa,2002,Mixed,Africa,Emerging,Small,1483.72,4.76,7.54,3.48,10.44,196.69,50.47,0.494,31.33,10.0,125.57,0.532,81.89,-1.51,0.73,12.91,2.67,0
ZAF,South Africa,2003,Mixed,Africa,Emerging,Small,1554.21,4.75,7.82,3.86,6.24,198.66,51.5,0.502,31.35,10.0,106.85,0.499,80.66,-3.07,3.25,14.79,1.99,0
ZAF,South Africa,2004,Mixed,Africa,Emerging,Small,1630.21,4.89,8.12,3.77,6.08,200.64,51.94,0.466,28.94,10.0,109.01,0.613,77.4,3.12,3.29,15.76,2.31,0
ZAF,South Africa,2005,Mixed,Africa,Emerging,Small,1723.92,5.75,8.51,2.75,3.44,202.65,52.05,0.474,31.32,10.0,120.36,0.672,88.17,-8.17,1.81,14.37,2.07,0
ZAF,South Africa,2006,Mixed,Africa,Emerging,Small,1856.55,7.69,9.07,2.55,6.85,204.68,51.18,0.472,35.03,10.0,133.99,0.521,79.79,-7.59,4.73,15.38,2.1,0
ZAF,South Africa,2007,Mixed,Africa,Emerging,Small,1925.22,3.7,9.31,4.33,4.67,206.72,49.29,0.504,31.6,10.0,129.73,0.512,72.19,-5.36,1.39,11.63,1.81,0
ZAF,South Africa,2008,Mixed,Africa,Emerging,Small,1999.37,3.85,9.58,3.74,10.95,208.79,49.71,0.5,29.81,10.0,131.5,0.574,75.59,-4.37,1.85,15.14,2.05,0
ZAF,South Africa,2009,Mixed,Africa,Emerging,Small,2116.41,5.85,10.04,3.63,7.92,210.88,49.34,0.503,33.07,10.0,131.13,0.6,81.68,-3.51,1.79,11.78,3.17,0
ZAF,South Africa,2010,Mixed,Africa,Emerging,Small,2240.23,5.85,10.52,2.81,3.78,212.99,50.3,0.498,30.25,10.0,131.32,0.641,75.47,-3.89,-0.36,10.04,2.4,0
ZAF,South Africa,2011,Mixed,Africa,Emerging,Small,2362.42,5.45,10.98,2.28,7.59,215.12,51.04,0.497,25.4,10.0,132.04,0.684,81.13,-2.82,4.83,8.94,1.18,0
ZAF,South Africa,2012,Mixed,Africa,Emerging,Small,2525.7,6.91,11.62,2.98,13.79,217.27,49.47,0.497,28.73,10.0,127.26,0.662,86.73,0.19,5.27,10.69,1.57,0
ZAF,South Africa,2013,Mixed,Africa,Emerging,Small,2621.97,3.81,11.95,4.9,7.43,219.44,51.27,0.49,30.01,10.0,114.63,0.591,72.06,-2.93,3.48,13.64,2.18,0
ZAF,South Africa,2014,Mixed,Africa,Emerging,Small,2689.21,2.56,12.13,3.63,4.44,221.63,47.88,0.492,30.19,10.0,130.03,0.687,72.65,0.85,0.5,6.86,1.74,0
ZAF,South Africa,2015,Mixed,Africa,Emerging,Small,2743.45,2.02,12.26,4.56,5.87,223.85,49.87,0.485,30.35,10.0,119.11,0.682,71.63,-0.72,0.87,13.22,2.09,0
ZAF,South Africa,2016,Mixed,Africa,Emerging,Small,2843.54,3.65,12.58,3.47,4.6,226.09,49.65,0.5,31.77,10.0,125.98,0.589,76.51,0.32,1.87,12.04,1.93,0
ZAF,South Africa,2017,Mixed,Africa,Emerging,Small,3062.42,7.7,13.41,2.96,0.96,228.35,49.68,0.501,28.46,10.0,128.35,0.53,81.4,-3.15,1.75,13.62,1.81,0
ZAF,South Africa,2018,Mixed,Africa,Emerging,Small,3294.59,7.58,14.28,2.12,6.85,230.63,52.61,0.513,30.56,10.0,125.07,0.739,71.7,-0.98,2.06,11.18,1.97,0
ZAF,South Africa,2019,Mixed,Africa,Emerging,Small,3520.44,6.86,15.11,2.56,11.02,232.94,50.29,0.492,27.42,10.0,135.98,0.667,78.02,-1.2,1.98,11.41,1.45,0
ZAF,South Africa,2020,Mixed,Africa,Emerging,Small,3687.3,4.74,15.67,2.72,7.88,235.27,52.09,0.497,31.52,10.0,143.76,0.614,81.6,0.82,3.22,11.81,2.15,0
ZAF,South Africa,2021,Mixed,Africa,Emerging,Small,3914.13,6.15,16.47,3.44,9.28,237.62,52.58,0.501,34.65,10.0,137.2,0.654,85.63,-4.24,2.77,14.65,2.22,1
ZAF,South Africa,2022,Mixed,Africa,Emerging,Small,4041.31,3.25,16.84,4.62,3.82,240.0,50.01,0.487,32.44,10.0,142.57,0.711,74.17,-4.86,3.42,14.61,1.68,0
ZAF,South Africa,2023,Mixed,Africa,Emerging,Small,4197.94,3.88,17.32,3.41,7.24,242.4,49.42,0.515,28.66,10.0,134.33,0.663,83.96,2.28,1.25,10.37,1.51,0
ZAF,South Africa,2024,Mixed,Africa,Emerging,Small,4368.31,4.06,17.84,4.32,3.36,244.82,48.32,0.466,27.47,10.0,131.82,0.598,81.55,-0.72,6.37,11.44,1.77,0
IDN,Indonesia,1970,Mixed,Asia,Emerging,Small,231.21,2.75,2.0,6.01,5.65,115.6,54.6,0.453,24.48,41.0,78.24,0.228,82.17,-0.87,1.79,24.68,1.5,0
IDN,Indonesia,1971,Mixed,Asia,Emerging,Small,246.98,6.82,2.12,5.49,4.64,116.76,54.87,0.438,32.35,36.79,83.17,0.323,86.12,-4.99,3.12,25.23,2.1,0
IDN,Indonesia,1972,Mixed,Asia,Emerging,Small,265.98,7.69,2.26,5.28,5.28,117.93,56.9,0.447,24.89,32.12,91.49,0.291,87.32,-3.99,1.89,27.21,2.05,0
IDN,Indonesia,1973,Mixed,Asia,Emerging,Small,291.37,9.55,2.45,4.29,6.95,119.11,55.49,0.456,28.68,26.28,105.55,0.34,79.34,-3.48,3.84,20.55,1.33,0
IDN,Indonesia,1974,Mixed,Asia,Emerging,Small,305.75,4.93,2.54,5.15,5.54,120.3,53.64,0.464,34.5,24.51,90.26,0.312,79.37,-5.01,3.82,22.12,1.56,0
IDN,Indonesia,1975,Mixed,Asia,Emerging,Small,325.41,6.43,2.68,5.43,9.22,121.5,52.07,0.464,27.45,21.72,90.0,0.354,83.1,-2.39,3.51,18.63,0.9,0
IDN,Indonesia,1976,Mixed,Asia,Emerging,Small,338.94,4.16,2.76,6.23,9.36,122.72,54.03,0.473,29.13,20.74,91.0,0.38,83.68,-7.09,2.0,23.12,2.4,0
IDN,Indonesia,1977,Mixed,Asia,Emerging,Small,343.5,1.34,2.77,6.56,4.34,123.94,51.19,0.467,27.81,21.79,85.95,0.443,82.67,-0.99,1.83,21.26,1.84,0
IDN,Indonesia,1978,Mixed,Asia,Emerging,Small,358.93,4.49,2.87,6.03,2.97,125.18,51.08,0.455,26.12,20.56,90.96,0.339,76.44,-2.2,4.25,19.12,2.01,0
IDN,Indonesia,1979,Mixed,Asia,Emerging,Small,381.35,6.25,3.02,6.1,7.89,126.43,55.41,0.464,32.11,18.16,88.32,0.429,83.31,3.38,4.31,21.96,2.16,0
IDN,Indonesia,1980,Mixed,Asia,Emerging,Small,398.29,4.44,3.12,6.34,7.7,127.7,53.68,0.456,30.73,17.13,96.57,0.368,81.59,-5.78,2.93,20.45,1.93,0
IDN,Indonesia,1981,Mixed,Asia,Emerging,Small,410.29,3.01,3.18,6.7,8.16,128.98,53.39,0.467,29.04,17.11,86.22,0.448,80.95,-1.8,2.65,22.52,1.85,0
IDN,Indonesia,1982,Mixed,Asia,Emerging,Small,429.85,4.77,3.3,5.86,7.95,130.27,51.06,0.466,25.4,15.91,95.74,0.456,78.26,4.02,4.25,18.92,1.88,0
IDN,Indonesia,1983,Mixed,Asia,Emerging,Small,432.75,0.67,3.29,7.85,3.54,131.57,51.6,0.468,33.02,17.46,110.64,0.387,88.46,-0.67,2.83,20.43,1.81,0
IDN,Indonesia,1984,Mixed,Asia,Emerging,Small,436.55,0.88,3.29,8.04,7.37,132.88,51.31,0.471,32.87,18.87,115.91,0.471,78.45,-0.49,4.61,16.3,2.36,0
IDN,Indonesia,1985,Mixed,Asia,Emerging,Small,454.32,4.07,3.39,6.55,1.72,134.21,51.84,0.485,29.65,18.07,122.83,0.429,81.44,-5.57,1.98,17.43,1.69,0
IDN,Indonesia,1986,Mixed,Asia,Emerging,Small,465.42,2.44,3.43,6.99,5.2,135.55,50.37,0.481,32.64,18.4,111.82,0.508,83.58,-3.01,2.99,16.56,2.25,0
IDN,Indonesia,1987,Mixed,Asia,Emerging,Small,492.23,5.76,3.6,6.13,5.97,136.91,52.13,0.472,31.96,16.46,116.5,0.483,76.23,-1.91,2.79,15.65,2.3,0
IDN,Indonesia,1988,Mixed,Asia,Emerging,Small,508.23,3.25,3.68,6.38,1.88,138.28,53.94,0.468,21.07,21.3,113.79,0.481,75.73,0.48,2.44,20.77,1.8,1
IDN,Indonesia,1989,Mixed,Asia,Emerging,Small,522.65,2.84,3.74,6.89,8.73,139.66,53.44,0.468,26.08,21.28,104.53,0.461,83.79,-9.78,4.89,16.08,1.39,0
IDN,Indonesia,1990,Mixed,Asia,Emerging,Small,556.59,6.49,3.95,5.77,12.71,141.06,53.04,0.481,25.95,18.65,102.93,0.433,77.04,-8.09,1.09,16.11,2.07,0
IDN,Indonesia,1991,Mixed,Asia,Emerging,Small,567.79,2.01,3.99,6.54,4.78,142.47,51.16,0.475,32.84,19.27,101.78,0.489,77.76,-0.12,2.59,16.84,1.56,0
IDN,Indonesia,1992,Mixed,Asia,Emerging,Small,573.93,1.08,3.99,6.3,5.89,143.89,49.04,0.485,30.39,20.52,102.57,0.603,77.44,1.04,0.87,16.22,1.69,0
IDN,Indonesia,1993,Mixed,Asia,Emerging,Small,601.12,4.74,4.14,6.55,4.23,145.33,51.97,0.479,26.96,19.18,114.98,0.514,78.65,-3.34,5.44,18.31,2.17,0
IDN,Indonesia,1994,Mixed,Asia,Emerging,Small,611.24,1.68,4.16,6.08,5.64,146.79,50.47,0.482,27.81,20.02,113.08,0.539,82.18,-2.45,2.44,11.56,1.92,0
IDN,Indonesia,1995,Mixed,Asia,Emerging,Small,651.8,6.64,4.4,5.57,6.29,148.25,52.98,0.477,30.17,17.37,127.7,0.57,81.58,-5.91,1.36,14.43,1.21,0
IDN,Indonesia,1996,Mixed,Asia,Emerging,Small,717.03,10.01,4.79,3.63,11.88,149.74,52.84,0.468,27.94,12.63,125.24,0.563,88.85,-0.75,-0.12,18.28,1.89,0
IDN,Indonesia,1997,Mixed,Asia,Emerging,Small,772.23,7.7,5.11,5.21,4.4,151.23,52.74,0.48,29.54,10.0,130.88,0.526,73.93,-3.2,3.67,14.85,2.32,0
IDN,Indonesia,1998,Mixed,Asia,Emerging,Small,788.77,2.14,5.16,6.64,8.17,152.75,48.83,0.476,28.94,15.52,123.72,0.526,77.54,-2.18,1.73,16.78,2.69,1
IDN,Indonesia,1999,Mixed,Asia,Emerging,Small,832.66,5.56,5.4,6.0,3.07,154.27,49.07,0.486,32.75,13.88,123.44,0.619,83.05,0.66,1.57,14.64,1.3,0
IDN,Indonesia,2000,Mixed,Asia,Emerging,Small,851.93,2.31,5.47,5.86,1.75,155.82,49.69,0.482,28.1,14.4,121.54,0.493,78.18,-5.42,2.95,16.61,2.07,0
IDN,Indonesia,2001,Mixed,Asia,Emerging,Small,905.53,6.29,5.75,5.54,8.34,157.37,50.25,0.475,26.32,12.35,118.56,0.537,79.64,-3.9,5.79,14.94,1.43,0
IDN,Indonesia,2002,Mixed,Asia,Emerging,Small,967.76,6.87,6.09,4.43,8.04,158.95,52.43,0.482,26.43,10.06,119.37,0.582,81.14,0.05,-0.12,13.94,1.72,0
IDN,Indonesia,2003,Mixed,Asia,Emerging,Small,1012.87,4.66,6.31,5.58,5.93,160.54,51.59,0.492,28.11,10.0,111.62,0.566,86.19,-0.7,2.21,15.66,1.81,0
IDN,Indonesia,2004,Mixed,Asia,Emerging,Small,1094.16,8.03,6.75,4.57,13.15,162.14,53.41,0.496,34.82,10.0,116.28,0.613,75.19,1.63,4.0,16.63,2.24,0
